"global_step","env.gym_name: Delivery-v0 - _step","env.gym_name: Delivery-v0 - _step__MIN","env.gym_name: Delivery-v0 - _step__MAX","env.gym_name: Delivery-v0 - learning/fsa_reward","env.gym_name: Delivery-v0 - learning/fsa_reward__MIN","env.gym_name: Delivery-v0 - learning/fsa_reward__MAX"
"99500","199","199","199","-38","-38","-38"
"100000","200","200","200","-38","-38","-38"
"100500","201","201","201","-38","-38","-38"
"101000","202","202","202","-38","-38","-38"
"101500","203","203","203","-38","-38","-38"
"102000","204","204","204","-38","-38","-38"
"102500","205","205","205","-38","-38","-38"
"103000","206","206","206","-38","-38","-38"
"103500","207","207","207","-38","-38","-38"
"104000","208","208","208","-38","-38","-38"
"104500","209","209","209","-38","-38","-38"
"105000","210","210","210","-38","-38","-38"
"105500","211","211","211","-38","-38","-38"
"106000","212","212","212","-38","-38","-38"
"106500","213","213","213","-38","-38","-38"
"107000","214","214","214","-38","-38","-38"
"107500","215","215","215","-38","-38","-38"
"108000","216","216","216","-38","-38","-38"
"108500","217","217","217","-38","-38","-38"
"109000","218","218","218","-38","-38","-38"
"109500","219","219","219","-38","-38","-38"
"110000","220","220","220","-38","-38","-38"
"110500","221","221","221","-38","-38","-38"
"111000","222","222","222","-38","-38","-38"
"111500","223","223","223","-38","-38","-38"
"112000","224","224","224","-38","-38","-38"
"112500","225","225","225","-38","-38","-38"
"113000","226","226","226","-38","-38","-38"
"113500","227","227","227","-38","-38","-38"
"114000","228","228","228","-38","-38","-38"
"114500","229","229","229","-38","-38","-38"
"115000","230","230","230","-38","-38","-38"
"115500","231","231","231","-38","-38","-38"
"116000","232","232","232","-38","-38","-38"
"116500","233","233","233","-38","-38","-38"
"117000","234","234","234","-38","-38","-38"
"117500","235","235","235","-38","-38","-38"
"118000","236","236","236","-38","-38","-38"
"118500","237","237","237","-38","-38","-38"
"119000","238","238","238","-38","-38","-38"
"119500","239","239","239","-38","-38","-38"
"120000","240","240","240","-38","-38","-38"
"120500","241","241","241","-38","-38","-38"
"121000","242","242","242","-38","-38","-38"
"121500","243","243","243","-38","-38","-38"
"122000","244","244","244","-38","-38","-38"
"122500","245","245","245","-38","-38","-38"
"123000","246","246","246","-38","-38","-38"
"123500","247","247","247","-38","-38","-38"
"124000","248","248","248","-38","-38","-38"
"124500","249","249","249","-38","-38","-38"
"125000","250","250","250","-38","-38","-38"
"125500","251","251","251","-38","-38","-38"
"126000","252","252","252","-38","-38","-38"
"126500","253","253","253","-38","-38","-38"
"127000","254","254","254","-38","-38","-38"
"127500","255","255","255","-38","-38","-38"
"128000","256","256","256","-38","-38","-38"
"128500","257","257","257","-38","-38","-38"
"129000","258","258","258","-38","-38","-38"
"129500","259","259","259","-38","-38","-38"
"130000","260","260","260","-38","-38","-38"
"130500","261","261","261","-38","-38","-38"
"131000","262","262","262","-38","-38","-38"
"131500","263","263","263","-38","-38","-38"
"132000","264","264","264","-38","-38","-38"
"132500","265","265","265","-38","-38","-38"
"133000","266","266","266","-38","-38","-38"
"133500","267","267","267","-38","-38","-38"
"134000","268","268","268","-38","-38","-38"
"134500","269","269","269","-38","-38","-38"
"135000","270","270","270","-38","-38","-38"
"135500","271","271","271","-38","-38","-38"
"136000","272","272","272","-38","-38","-38"
"136500","273","273","273","-38","-38","-38"
"137000","274","274","274","-38","-38","-38"
"137500","275","275","275","-38","-38","-38"
"138000","276","276","276","-38","-38","-38"
"138500","277","277","277","-38","-38","-38"
"139000","278","278","278","-38","-38","-38"
"139500","279","279","279","-38","-38","-38"
"140000","280","280","280","-38","-38","-38"
"140500","281","281","281","-38","-38","-38"
"141000","282","282","282","-38","-38","-38"
"141500","283","283","283","-38","-38","-38"
"142000","284","284","284","-38","-38","-38"
"142500","285","285","285","-38","-38","-38"
"143000","286","286","286","-38","-38","-38"
"143500","287","287","287","-38","-38","-38"
"144000","288","288","288","-38","-38","-38"
"144500","289","289","289","-38","-38","-38"
"145000","290","290","290","-38","-38","-38"
"145500","291","291","291","-38","-38","-38"
"146000","292","292","292","-38","-38","-38"
"146500","293","293","293","-38","-38","-38"
"147000","294","294","294","-38","-38","-38"
"147500","295","295","295","-38","-38","-38"
"148000","296","296","296","-38","-38","-38"
"148500","297","297","297","-38","-38","-38"
"149000","298","298","298","-38","-38","-38"
"149500","299","299","299","-38","-38","-38"
"150000","300","300","300","-38","-38","-38"
"150500","301","301","301","-38","-38","-38"
"151000","302","302","302","-38","-38","-38"
"151500","303","303","303","-38","-38","-38"
"152000","304","304","304","-38","-38","-38"
"152500","305","305","305","-38","-38","-38"
"153000","306","306","306","-38","-38","-38"
"153500","307","307","307","-38","-38","-38"
"154000","308","308","308","-38","-38","-38"
"154500","309","309","309","-38","-38","-38"
"155000","310","310","310","-38","-38","-38"
"155500","311","311","311","-38","-38","-38"
"156000","312","312","312","-38","-38","-38"
"156500","313","313","313","-38","-38","-38"
"157000","314","314","314","-38","-38","-38"
"157500","315","315","315","-38","-38","-38"
"158000","316","316","316","-38","-38","-38"
"158500","317","317","317","-38","-38","-38"
"159000","318","318","318","-38","-38","-38"
"159500","319","319","319","-38","-38","-38"
"160000","320","320","320","-38","-38","-38"
